Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
STR,Aston Martin,6.0,9.0,9,Finished,2.0,2023,Austrian Grand Prix,9
GAS,Alpine,9.0,10.0,10,Finished,1.0,2023,Austrian Grand Prix,9
ALB,Williams,10.0,11.0,11,Finished,0.0,2023,Austrian Grand Prix,9
ZHO,Alfa Romeo,17.0,12.0,12,Lapped,0.0,2023,Austrian Grand Prix,9
SAR,Williams,18.0,13.0,13,Lapped,0.0,2023,Austrian Grand Prix,9
OCO,Alpine,12.0,14.0,14,Lapped,0.0,2023,Austrian Grand Prix,9
BOT,Alfa Romeo,14.0,15.0,15,Lapped,0.0,2023,Austrian Grand Prix,9
PIA,McLaren,13.0,16.0,16,Lapped,0.0,2023,Austrian Grand Prix,9
DEV,AlphaTauri,20.0,17.0,17,Lapped,0.0,2023,Austrian Grand Prix,9
MAG,Haas F1 Team,19.0,18.0,18,Lapped,0.0,2023,Austrian Grand Prix,9
TSU,AlphaTauri,16.0,19.0,19,Lapped,0.0,2023,Austrian Grand Prix,9
HUL,Haas F1 Team,8.0,20.0,R,Retired,0.0,2023,Austrian Grand Prix,9
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2023,British Grand Prix,10
NOR,McLaren,2.0,2.0,2,Finished,18.0,2023,British Grand Prix,10
HAM,Mercedes,7.0,3.0,3,Finished,15.0,2023,British Grand Prix,10
PIA,McLaren,3.0,4.0,4,Finished,12.0,2023,British Grand Prix,10
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2023,British Grand Prix,10
PER,Red Bull Racing,15.0,6.0,6,Finished,8.0,2023,British Grand Prix,10
ALO,Aston Martin,9.0,7.0,7,Finished,6.0,2023,British Grand Prix,10
ALB,Williams,8.0,8.0,8,Finished,4.0,2023,British Grand Prix,10
LEC,Ferrari,4.0,9.0,9,Finished,2.0,2023,British Grand Prix,10
SAI,Ferrari,5.0,10.0,10,Finished,1.0,2023,British Grand Prix,10
SAR,Williams,14.0,11.0,11,Finished,0.0,2023,British Grand Prix,10
BOT,Alfa Romeo,20.0,12.0,12,Finished,0.0,2023,British Grand Prix,10
HUL,Haas F1 Team,11.0,13.0,13,Finished,0.0,2023,British Grand Prix,10
STR,Aston Martin,12.0,14.0,14,Finished,0.0,2023,British Grand Prix,10
ZHO,Alfa Romeo,17.0,15.0,15,Finished,0.0,2023,British Grand Prix,10
TSU,AlphaTauri,16.0,16.0,16,Finished,0.0,2023,British Grand Prix,10
DEV,AlphaTauri,18.0,17.0,17,Finished,0.0,2023,British Grand Prix,10
GAS,Alpine,10.0,18.0,18,Retired,0.0,2023,British Grand Prix,10
MAG,Haas F1 Team,19.0,19.0,R,Retired,0.0,2023,British Grand Prix,10
OCO,Alpine,13.0,20.0,R,Retired,0.0,2023,British Grand Prix,10
VER,Red Bull Racing,2.0,1.0,1,Finished,26.0,2023,Hungarian Grand Prix,11
NOR,McLaren,3.0,2.0,2,Finished,18.0,2023,Hungarian Grand Prix,11
PER,Red Bull Racing,9.0,3.0,3,Finished,15.0,2023,Hungarian Grand Prix,11
HAM,Mercedes,1.0,4.0,4,Finished,12.0,2023,Hungarian Grand Prix,11
PIA,McLaren,4.0,5.0,5,Finished,10.0,2023,Hungarian Grand Prix,11
RUS,Mercedes,18.0,6.0,6,Finished,8.0,2023,Hungarian Grand Prix,11
LEC,Ferrari,6.0,7.0,7,Finished,6.0,2023,Hungarian Grand Prix,11
SAI,Ferrari,11.0,8.0,8,Finished,4.0,2023,Hungarian Grand Prix,11
ALO,Aston Martin,8.0,9.0,9,Finished,2.0,2023,Hungarian Grand Prix,11
STR,Aston Martin,14.0,10.0,10,Lapped,1.0,2023,Hungarian Grand Prix,11
ALB,Williams,16.0,11.0,11,Lapped,0.0,2023,Hungarian Grand Prix,11
BOT,Alfa Romeo,7.0,12.0,12,Lapped,0.0,2023,Hungarian Grand Prix,11
RIC,AlphaTauri,13.0,13.0,13,Lapped,0.0,2023,Hungarian Grand Prix,11
HUL,Haas F1 Team,10.0,14.0,14,Lapped,0.0,2023,Hungarian Grand Prix,11
TSU,AlphaTauri,17.0,15.0,15,Lapped,0.0,2023,Hungarian Grand Prix,11
ZHO,Alfa Romeo,5.0,16.0,16,Lapped,0.0,2023,Hungarian Grand Prix,11
MAG,Haas F1 Team,19.0,17.0,17,Lapped,0.0,2023,Hungarian Grand Prix,11
SAR,Williams,20.0,18.0,18,Retired,0.0,2023,Hungarian Grand Prix,11
OCO,Alpine,12.0,19.0,R,Retired,0.0,2023,Hungarian Grand Prix,11
GAS,Alpine,15.0,20.0,R,Retired,0.0,2023,Hungarian Grand Prix,11
VER,Red Bull Racing,6.0,1.0,1,Finished,25.0,2023,Belgian Grand Prix,12
PER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2023,Belgian Grand Prix,12
LEC,Ferrari,1.0,3.0,3,Finished,15.0,2023,Belgian Grand Prix,12
HAM,Mercedes,3.0,4.0,4,Finished,13.0,2023,Belgian Grand Prix,12
ALO,Aston Martin,9.0,5.0,5,Finished,10.0,2023,Belgian Grand Prix,12
RUS,Mercedes,8.0,6.0,6,Finished,8.0,2023,Belgian Grand Prix,12
NOR,McLaren,7.0,7.0,7,Finished,6.0,2023,Belgian Grand Prix,12
OCO,Alpine,14.0,8.0,8,Finished,4.0,2023,Belgian Grand Prix,12
STR,Aston Martin,10.0,9.0,9,Finished,2.0,2023,Belgian Grand Prix,12
TSU,AlphaTauri,11.0,10.0,10,Finished,1.0,2023,Belgian Grand Prix,12
GAS,Alpine,12.0,11.0,11,Finished,0.0,2023,Belgian Grand Prix,12
BOT,Alfa Romeo,13.0,12.0,12,Finished,0.0,2023,Belgian Grand Prix,12
ZHO,Alfa Romeo,17.0,13.0,13,Finished,0.0,2023,Belgian Grand Prix,12
ALB,Williams,15.0,14.0,14,Finished,0.0,2023,Belgian Grand Prix,12
MAG,Haas F1 Team,16.0,15.0,15,Finished,0.0,2023,Belgian Grand Prix,12
RIC,AlphaTauri,19.0,16.0,16,Finished,0.0,2023,Belgian Grand Prix,12
SAR,Williams,18.0,17.0,17,Finished,0.0,2023,Belgian Grand Prix,12
HUL,Haas F1 Team,20.0,18.0,18,Finished,0.0,2023,Belgian Grand Prix,12
SAI,Ferrari,4.0,19.0,R,Retired,0.0,2023,Belgian Grand Prix,12
PIA,McLaren,5.0,20.0,R,Retired,0.0,2023,Belgian Grand Prix,12
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2023,Dutch Grand Prix,13
ALO,Aston Martin,5.0,2.0,2,Finished,19.0,2023,Dutch Grand Prix,13
GAS,Alpine,12.0,3.0,3,Finished,15.0,2023,Dutch Grand Prix,13
PER,Red Bull Racing,7.0,4.0,4,Finished,12.0,2023,Dutch Grand Prix,13
SAI,Ferrari,6.0,5.0,5,Finished,10.0,2023,Dutch Grand Prix,13
HAM,Mercedes,13.0,6.0,6,Finished,8.0,2023,Dutch Grand Prix,13
NOR,McLaren,2.0,7.0,7,Finished,6.0,2023,Dutch Grand Prix,13
ALB,Williams,4.0,8.0,8,Finished,4.0,2023,Dutch Grand Prix,13
PIA,McLaren,8.0,9.0,9,Finished,2.0,2023,Dutch Grand Prix,13
OCO,Alpine,16.0,10.0,10,Finished,1.0,2023,Dutch Grand Prix,13
STR,Aston Martin,11.0,11.0,11,Finished,0.0,2023,Dutch Grand Prix,13
HUL,Haas F1 Team,14.0,12.0,12,Finished,0.0,2023,Dutch Grand Prix,13
LAW,AlphaTauri,19.0,13.0,13,Finished,0.0,2023,Dutch Grand Prix,13
BOT,Alfa Romeo,18.0,14.0,14,Finished,0.0,2023,Dutch Grand Prix,13
TSU,AlphaTauri,17.0,15.0,15,Finished,0.0,2023,Dutch Grand Prix,13
MAG,Haas F1 Team,0.0,16.0,16,Finished,0.0,2023,Dutch Grand Prix,13
RUS,Mercedes,3.0,17.0,17,Finished,0.0,2023,Dutch Grand Prix,13
ZHO,Alfa Romeo,15.0,18.0,R,Accident,0.0,2023,Dutch Grand Prix,13
LEC,Ferrari,9.0,19.0,R,Undertray,0.0,2023,Dutch Grand Prix,13
SAR,Williams,10.0,20.0,R,Accident,0.0,2023,Dutch Grand Prix,13
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2023,Italian Grand Prix,14
PER,Red Bull Racing,5.0,2.0,2,Finished,18.0,2023,Italian Grand Prix,14
SAI,Ferrari,1.0,3.0,3,Finished,15.0,2023,Italian Grand Prix,14
LEC,Ferrari,3.0,4.0,4,Finished,12.0,2023,Italian Grand Prix,14
RUS,Mercedes,4.0,5.0,5,Finished,10.0,2023,Italian Grand Prix,14
HAM,Mercedes,8.0,6.0,6,Finished,8.0,2023,Italian Grand Prix,14
ALB,Williams,6.0,7.0,7,Finished,6.0,2023,Italian Grand Prix,14
NOR,McLaren,9.0,8.0,8,Finished,4.0,2023,Italian Grand Prix,14
ALO,Aston Martin,10.0,9.0,9,Finished,2.0,2023,Italian Grand Prix,14
BOT,Alfa Romeo,14.0,10.0,10,Finished,1.0,2023,Italian Grand Prix,14
LAW,AlphaTauri,12.0,11.0,11,Finished,0.0,2023,Italian Grand Prix,14
PIA,McLaren,7.0,12.0,12,Finished,0.0,2023,Italian Grand Prix,14
SAR,Williams,15.0,13.0,13,Finished,0.0,2023,Italian Grand Prix,14
ZHO,Alfa Romeo,16.0,14.0,14,Finished,0.0,2023,Italian Grand Prix,14
GAS,Alpine,17.0,15.0,15,Finished,0.0,2023,Italian Grand Prix,14
STR,Aston Martin,20.0,16.0,16,Finished,0.0,2023,Italian Grand Prix,14
HUL,Haas F1 Team,13.0,17.0,17,Lapped,0.0,2023,Italian Grand Prix,14
MAG,Haas F1 Team,19.0,18.0,18,Lapped,0.0,2023,Italian Grand Prix,14
OCO,Alpine,18.0,19.0,R,Retired,0.0,2023,Italian Grand Prix,14
TSU,AlphaTauri,11.0,20.0,W,Did not start,0.0,2023,Italian Grand Prix,14
SAI,Ferrari,1.0,1.0,1,Finished,25.0,2023,Singapore Grand Prix,15
NOR,McLaren,4.0,2.0,2,Finished,18.0,2023,Singapore Grand Prix,15
HAM,Mercedes,5.0,3.0,3,Finished,16.0,2023,Singapore Grand Prix,15
LEC,Ferrari,3.0,4.0,4,Finished,12.0,2023,Singapore Grand Prix,15
VER,Red Bull Racing,11.0,5.0,5,Finished,10.0,2023,Singapore Grand Prix,15
GAS,Alpine,12.0,6.0,6,Finished,8.0,2023,Singapore Grand Prix,15
PIA,McLaren,17.0,7.0,7,Finished,6.0,2023,Singapore Grand Prix,15
PER,Red Bull Racing,13.0,8.0,8,Finished,4.0,2023,Singapore Grand Prix,15
LAW,AlphaTauri,10.0,9.0,9,Finished,2.0,2023,Singapore Grand Prix,15
MAG,Haas F1 Team,6.0,10.0,10,Finished,1.0,2023,Singapore Grand Prix,15
ALB,Williams,14.0,11.0,11,Finished,0.0,2023,Singapore Grand Prix,15
ZHO,Alfa Romeo,19.0,12.0,12,Finished,0.0,2023,Singapore Grand Prix,15
HUL,Haas F1 Team,9.0,13.0,13,Finished,0.0,2023,Singapore Grand Prix,15
SAR,Williams,18.0,14.0,14,Finished,0.0,2023,Singapore Grand Prix,15
ALO,Aston Martin,7.0,15.0,15,Finished,0.0,2023,Singapore Grand Prix,15
RUS,Mercedes,2.0,16.0,16,Retired,0.0,2023,Singapore Grand Prix,15
BOT,Alfa Romeo,16.0,17.0,R,Retired,0.0,2023,Singapore Grand Prix,15
OCO,Alpine,8.0,18.0,R,Retired,0.0,2023,Singapore Grand Prix,15
TSU,AlphaTauri,15.0,19.0,R,Retired,0.0,2023,Singapore Grand Prix,15
STR,Aston Martin,,,W,Withdrew,0.0,2023,Singapore Grand Prix,15
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2023,Japanese Grand Prix,16
NOR,McLaren,3.0,2.0,2,Finished,18.0,2023,Japanese Grand Prix,16
PIA,McLaren,2.0,3.0,3,Finished,15.0,2023,Japanese Grand Prix,16
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2023,Japanese Grand Prix,16
HAM,Mercedes,7.0,5.0,5,Finished,10.0,2023,Japanese Grand Prix,16
SAI,Ferrari,6.0,6.0,6,Finished,8.0,2023,Japanese Grand Prix,16
RUS,Mercedes,8.0,7.0,7,Finished,6.0,2023,Japanese Grand Prix,16
ALO,Aston Martin,10.0,8.0,8,Finished,4.0,2023,Japanese Grand Prix,16
OCO,Alpine,14.0,9.0,9,Finished,2.0,2023,Japanese Grand Prix,16
GAS,Alpine,12.0,10.0,10,Finished,1.0,2023,Japanese Grand Prix,16
LAW,AlphaTauri,11.0,11.0,11,Lapped,0.0,2023,Japanese Grand Prix,16
TSU,AlphaTauri,9.0,12.0,12,Lapped,0.0,2023,Japanese Grand Prix,16
ZHO,Alfa Romeo,19.0,13.0,13,Lapped,0.0,2023,Japanese Grand Prix,16
HUL,Haas F1 Team,18.0,14.0,14,Lapped,0.0,2023,Japanese Grand Prix,16
MAG,Haas F1 Team,15.0,15.0,15,Lapped,0.0,2023,Japanese Grand Prix,16
ALB,Williams,13.0,16.0,R,Retired,0.0,2023,Japanese Grand Prix,16
SAR,Williams,20.0,17.0,R,Retired,0.0,2023,Japanese Grand Prix,16
STR,Aston Martin,17.0,18.0,R,Retired,0.0,2023,Japanese Grand Prix,16
PER,Red Bull Racing,5.0,19.0,R,Retired,0.0,2023,Japanese Grand Prix,16
BOT,Alfa Romeo,16.0,20.0,R,Retired,0.0,2023,Japanese Grand Prix,16
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2023,Qatar Grand Prix,17
PIA,McLaren,6.0,2.0,2,Finished,18.0,2023,Qatar Grand Prix,17
NOR,McLaren,10.0,3.0,3,Finished,15.0,2023,Qatar Grand Prix,17
RUS,Mercedes,2.0,4.0,4,Finished,12.0,2023,Qatar Grand Prix,17
LEC,Ferrari,5.0,5.0,5,Finished,10.0,2023,Qatar Grand Prix,17
ALO,Aston Martin,4.0,6.0,6,Finished,8.0,2023,Qatar Grand Prix,17
OCO,Alpine,8.0,7.0,7,Finished,6.0,2023,Qatar Grand Prix,17
BOT,Alfa Romeo,9.0,8.0,8,Finished,4.0,2023,Qatar Grand Prix,17
ZHO,Alfa Romeo,19.0,9.0,9,Finished,2.0,2023,Qatar Grand Prix,17
PER,Red Bull Racing,20.0,10.0,10,Finished,1.0,2023,Qatar Grand Prix,17
STR,Aston Martin,16.0,11.0,11,Finished,0.0,2023,Qatar Grand Prix,17
GAS,Alpine,7.0,12.0,12,Finished,0.0,2023,Qatar Grand Prix,17
ALB,Williams,13.0,13.0,13,Finished,0.0,2023,Qatar Grand Prix,17
MAG,Haas F1 Team,18.0,14.0,14,Lapped,0.0,2023,Qatar Grand Prix,17
TSU,AlphaTauri,11.0,15.0,15,Lapped,0.0,2023,Qatar Grand Prix,17
HUL,Haas F1 Team,14.0,16.0,16,Lapped,0.0,2023,Qatar Grand Prix,17
LAW,AlphaTauri,17.0,17.0,17,Lapped,0.0,2023,Qatar Grand Prix,17
SAR,Williams,15.0,18.0,R,Retired,0.0,2023,Qatar Grand Prix,17
HAM,Mercedes,3.0,19.0,R,Retired,0.0,2023,Qatar Grand Prix,17
SAI,Ferrari,12.0,20.0,W,Did not start,0.0,2023,Qatar Grand Prix,17
VER,Red Bull Racing,6.0,1.0,1,Finished,25.0,2023,United States Grand Prix,18
NOR,McLaren,2.0,2.0,2,Finished,18.0,2023,United States Grand Prix,18
SAI,Ferrari,4.0,3.0,3,Finished,15.0,2023,United States Grand Prix,18
PER,Red Bull Racing,9.0,4.0,4,Finished,12.0,2023,United States Grand Prix,18
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2023,United States Grand Prix,18
GAS,Alpine,7.0,6.0,6,Finished,8.0,2023,United States Grand Prix,18
STR,Aston Martin,20.0,7.0,7,Finished,6.0,2023,United States Grand Prix,18
TSU,AlphaTauri,11.0,8.0,8,Finished,5.0,2023,United States Grand Prix,18
ALB,Williams,15.0,9.0,9,Finished,2.0,2023,United States Grand Prix,18
SAR,Williams,16.0,10.0,10,Finished,1.0,2023,United States Grand Prix,18
HUL,Haas F1 Team,18.0,11.0,11,Finished,0.0,2023,United States Grand Prix,18
BOT,Alfa Romeo,13.0,12.0,12,Finished,0.0,2023,United States Grand Prix,18
ZHO,Alfa Romeo,12.0,13.0,13,Lapped,0.0,2023,United States Grand Prix,18
MAG,Haas F1 Team,17.0,14.0,14,Lapped,0.0,2023,United States Grand Prix,18
RIC,AlphaTauri,14.0,15.0,15,Lapped,0.0,2023,United States Grand Prix,18
ALO,Aston Martin,19.0,16.0,R,Retired,0.0,2023,United States Grand Prix,18
PIA,McLaren,10.0,17.0,R,Retired,0.0,2023,United States Grand Prix,18
OCO,Alpine,8.0,18.0,R,Retired,0.0,2023,United States Grand Prix,18
HAM,Mercedes,3.0,19.0,19,Disqualified,0.0,2023,United States Grand Prix,18
LEC,Ferrari,1.0,20.0,20,Disqualified,0.0,2023,United States Grand Prix,18
VER,Red Bull Racing,3.0,1.0,1,Finished,25.0,2023,Mexico City Grand Prix,19
HAM,Mercedes,6.0,2.0,2,Finished,19.0,2023,Mexico City Grand Prix,19
LEC,Ferrari,1.0,3.0,3,Finished,15.0,2023,Mexico City Grand Prix,19
SAI,Ferrari,2.0,4.0,4,Finished,12.0,2023,Mexico City Grand Prix,19
NOR,McLaren,17.0,5.0,5,Finished,10.0,2023,Mexico City Grand Prix,19
RUS,Mercedes,8.0,6.0,6,Finished,8.0,2023,Mexico City Grand Prix,19
RIC,AlphaTauri,4.0,7.0,7,Finished,6.0,2023,Mexico City Grand Prix,19
PIA,McLaren,7.0,8.0,8,Finished,4.0,2023,Mexico City Grand Prix,19
ALB,Williams,14.0,9.0,9,Finished,2.0,2023,Mexico City Grand Prix,19
OCO,Alpine,15.0,10.0,10,Finished,1.0,2023,Mexico City Grand Prix,19
GAS,Alpine,11.0,11.0,11,Finished,0.0,2023,Mexico City Grand Prix,19
TSU,AlphaTauri,18.0,12.0,12,Finished,0.0,2023,Mexico City Grand Prix,19
HUL,Haas F1 Team,12.0,13.0,13,Finished,0.0,2023,Mexico City Grand Prix,19
ZHO,Alfa Romeo,10.0,14.0,14,Finished,0.0,2023,Mexico City Grand Prix,19
BOT,Alfa Romeo,9.0,15.0,15,Finished,0.0,2023,Mexico City Grand Prix,19
SAR,Williams,19.0,16.0,16,Retired,0.0,2023,Mexico City Grand Prix,19
STR,Aston Martin,0.0,17.0,17,Collision damage,0.0,2023,Mexico City Grand Prix,19
ALO,Aston Martin,13.0,18.0,W,Withdrew,0.0,2023,Mexico City Grand Prix,19
MAG,Haas F1 Team,16.0,19.0,R,Accident,0.0,2023,Mexico City Grand Prix,19
PER,Red Bull Racing,5.0,20.0,R,Collision damage,0.0,2023,Mexico City Grand Prix,19
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2023,São Paulo Grand Prix,20
NOR,McLaren,6.0,2.0,2,Finished,19.0,2023,São Paulo Grand Prix,20
ALO,Aston Martin,4.0,3.0,3,Finished,15.0,2023,São Paulo Grand Prix,20
PER,Red Bull Racing,9.0,4.0,4,Finished,12.0,2023,São Paulo Grand Prix,20
STR,Aston Martin,3.0,5.0,5,Finished,10.0,2023,São Paulo Grand Prix,20
SAI,Ferrari,7.0,6.0,6,Finished,8.0,2023,São Paulo Grand Prix,20
GAS,Alpine,15.0,7.0,7,Finished,6.0,2023,São Paulo Grand Prix,20
HAM,Mercedes,5.0,8.0,8,Finished,4.0,2023,São Paulo Grand Prix,20
TSU,AlphaTauri,16.0,9.0,9,Finished,2.0,2023,São Paulo Grand Prix,20
OCO,Alpine,14.0,10.0,10,Lapped,1.0,2023,São Paulo Grand Prix,20
SAR,Williams,19.0,11.0,11,Lapped,0.0,2023,São Paulo Grand Prix,20
HUL,Haas F1 Team,11.0,12.0,12,Lapped,0.0,2023,São Paulo Grand Prix,20
RIC,AlphaTauri,17.0,13.0,13,Lapped,0.0,2023,São Paulo Grand Prix,20
PIA,McLaren,10.0,14.0,14,Lapped,0.0,2023,São Paulo Grand Prix,20
RUS,Mercedes,8.0,15.0,R,Retired,0.0,2023,São Paulo Grand Prix,20
BOT,Alfa Romeo,18.0,16.0,R,Retired,0.0,2023,São Paulo Grand Prix,20
ZHO,Alfa Romeo,20.0,17.0,R,Retired,0.0,2023,São Paulo Grand Prix,20
MAG,Haas F1 Team,12.0,18.0,R,Retired,0.0,2023,São Paulo Grand Prix,20
ALB,Williams,13.0,19.0,R,Retired,0.0,2023,São Paulo Grand Prix,20
LEC,Ferrari,2.0,20.0,W,Did not start,0.0,2023,São Paulo Grand Prix,20
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2023,Las Vegas Grand Prix,21
LEC,Ferrari,1.0,2.0,2,Finished,18.0,2023,Las Vegas Grand Prix,21
PER,Red Bull Racing,11.0,3.0,3,Finished,15.0,2023,Las Vegas Grand Prix,21
OCO,Alpine,16.0,4.0,4,Finished,12.0,2023,Las Vegas Grand Prix,21
STR,Aston Martin,19.0,5.0,5,Finished,10.0,2023,Las Vegas Grand Prix,21
SAI,Ferrari,12.0,6.0,6,Finished,8.0,2023,Las Vegas Grand Prix,21
HAM,Mercedes,10.0,7.0,7,Finished,6.0,2023,Las Vegas Grand Prix,21
RUS,Mercedes,3.0,8.0,8,Finished,4.0,2023,Las Vegas Grand Prix,21
ALO,Aston Martin,9.0,9.0,9,Finished,2.0,2023,Las Vegas Grand Prix,21
PIA,McLaren,18.0,10.0,10,Finished,2.0,2023,Las Vegas Grand Prix,21
GAS,Alpine,4.0,11.0,11,Finished,0.0,2023,Las Vegas Grand Prix,21
ALB,Williams,5.0,12.0,12,Finished,0.0,2023,Las Vegas Grand Prix,21
MAG,Haas F1 Team,8.0,13.0,13,Finished,0.0,2023,Las Vegas Grand Prix,21
RIC,AlphaTauri,14.0,14.0,14,Finished,0.0,2023,Las Vegas Grand Prix,21
ZHO,Alfa Romeo,17.0,15.0,15,Finished,0.0,2023,Las Vegas Grand Prix,21
SAR,Williams,6.0,16.0,16,Finished,0.0,2023,Las Vegas Grand Prix,21
BOT,Alfa Romeo,7.0,17.0,17,Finished,0.0,2023,Las Vegas Grand Prix,21
TSU,AlphaTauri,20.0,18.0,18,Retired,0.0,2023,Las Vegas Grand Prix,21
HUL,Haas F1 Team,13.0,19.0,19,Retired,0.0,2023,Las Vegas Grand Prix,21
NOR,McLaren,15.0,20.0,R,Retired,0.0,2023,Las Vegas Grand Prix,21
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2023,Abu Dhabi Grand Prix,22
LEC,Ferrari,2.0,2.0,2,Finished,18.0,2023,Abu Dhabi Grand Prix,22
RUS,Mercedes,4.0,3.0,3,Finished,15.0,2023,Abu Dhabi Grand Prix,22
PER,Red Bull Racing,9.0,4.0,4,Finished,12.0,2023,Abu Dhabi Grand Prix,22
NOR,McLaren,5.0,5.0,5,Finished,10.0,2023,Abu Dhabi Grand Prix,22
PIA,McLaren,3.0,6.0,6,Finished,8.0,2023,Abu Dhabi Grand Prix,22
ALO,Aston Martin,7.0,7.0,7,Finished,6.0,2023,Abu Dhabi Grand Prix,22
TSU,AlphaTauri,6.0,8.0,8,Finished,4.0,2023,Abu Dhabi Grand Prix,22
HAM,Mercedes,11.0,9.0,9,Finished,2.0,2023,Abu Dhabi Grand Prix,22
STR,Aston Martin,13.0,10.0,10,Finished,1.0,2023,Abu Dhabi Grand Prix,22
RIC,AlphaTauri,15.0,11.0,11,Finished,0.0,2023,Abu Dhabi Grand Prix,22
OCO,Alpine,12.0,12.0,12,Finished,0.0,2023,Abu Dhabi Grand Prix,22
GAS,Alpine,10.0,13.0,13,Finished,0.0,2023,Abu Dhabi Grand Prix,22
ALB,Williams,14.0,14.0,14,Finished,0.0,2023,Abu Dhabi Grand Prix,22
HUL,Haas F1 Team,8.0,15.0,15,Finished,0.0,2023,Abu Dhabi Grand Prix,22
SAR,Williams,20.0,16.0,16,Finished,0.0,2023,Abu Dhabi Grand Prix,22
ZHO,Alfa Romeo,19.0,17.0,17,Finished,0.0,2023,Abu Dhabi Grand Prix,22
SAI,Ferrari,16.0,18.0,18,Retired,0.0,2023,Abu Dhabi Grand Prix,22
BOT,Alfa Romeo,18.0,19.0,19,Lapped,0.0,2023,Abu Dhabi Grand Prix,22
MAG,Haas F1 Team,17.0,20.0,20,Lapped,0.0,2023,Abu Dhabi Grand Prix,22
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2024,Bahrain Grand Prix,1
PER,Red Bull Racing,5.0,2.0,2,Finished,18.0,2024,Bahrain Grand Prix,1
SAI,Ferrari,4.0,3.0,3,Finished,15.0,2024,Bahrain Grand Prix,1
LEC,Ferrari,2.0,4.0,4,Finished,12.0,2024,Bahrain Grand Prix,1
RUS,Mercedes,3.0,5.0,5,Finished,10.0,2024,Bahrain Grand Prix,1
NOR,McLaren,7.0,6.0,6,Finished,8.0,2024,Bahrain Grand Prix,1
HAM,Mercedes,9.0,7.0,7,Finished,6.0,2024,Bahrain Grand Prix,1
PIA,McLaren,8.0,8.0,8,Finished,4.0,2024,Bahrain Grand Prix,1
ALO,Aston Martin,6.0,9.0,9,Finished,2.0,2024,Bahrain Grand Prix,1
STR,Aston Martin,12.0,10.0,10,Finished,1.0,2024,Bahrain Grand Prix,1
ZHO,Kick Sauber,17.0,11.0,11,Lapped,0.0,2024,Bahrain Grand Prix,1
MAG,Haas F1 Team,15.0,12.0,12,Lapped,0.0,2024,Bahrain Grand Prix,1
RIC,RB,14.0,13.0,13,Lapped,0.0,2024,Bahrain Grand Prix,1
TSU,RB,11.0,14.0,14,Lapped,0.0,2024,Bahrain Grand Prix,1
ALB,Williams,13.0,15.0,15,Lapped,0.0,2024,Bahrain Grand Prix,1
HUL,Haas F1 Team,10.0,16.0,16,Lapped,0.0,2024,Bahrain Grand Prix,1
OCO,Alpine,19.0,17.0,17,Lapped,0.0,2024,Bahrain Grand Prix,1
GAS,Alpine,20.0,18.0,18,Lapped,0.0,2024,Bahrain Grand Prix,1
BOT,Kick Sauber,16.0,19.0,19,Lapped,0.0,2024,Bahrain Grand Prix,1
SAR,Williams,18.0,20.0,20,Lapped,0.0,2024,Bahrain Grand Prix,1
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2024,Saudi Arabian Grand Prix,2
PER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2024,Saudi Arabian Grand Prix,2
LEC,Ferrari,2.0,3.0,3,Finished,16.0,2024,Saudi Arabian Grand Prix,2
PIA,McLaren,5.0,4.0,4,Finished,12.0,2024,Saudi Arabian Grand Prix,2
ALO,Aston Martin,4.0,5.0,5,Finished,10.0,2024,Saudi Arabian Grand Prix,2
RUS,Mercedes,7.0,6.0,6,Finished,8.0,2024,Saudi Arabian Grand Prix,2
BEA,Ferrari,11.0,7.0,7,Finished,6.0,2024,Saudi Arabian Grand Prix,2
NOR,McLaren,6.0,8.0,8,Finished,4.0,2024,Saudi Arabian Grand Prix,2
HAM,Mercedes,8.0,9.0,9,Finished,2.0,2024,Saudi Arabian Grand Prix,2
HUL,Haas F1 Team,15.0,10.0,10,Finished,1.0,2024,Saudi Arabian Grand Prix,2
ALB,Williams,12.0,11.0,11,Finished,0.0,2024,Saudi Arabian Grand Prix,2
MAG,Haas F1 Team,13.0,12.0,12,Finished,0.0,2024,Saudi Arabian Grand Prix,2
OCO,Alpine,17.0,13.0,13,Lapped,0.0,2024,Saudi Arabian Grand Prix,2
SAR,Williams,19.0,14.0,14,Lapped,0.0,2024,Saudi Arabian Grand Prix,2
TSU,RB,9.0,15.0,15,Lapped,0.0,2024,Saudi Arabian Grand Prix,2
RIC,RB,14.0,16.0,16,Lapped,0.0,2024,Saudi Arabian Grand Prix,2
