Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
ALO,McLaren,18.0,14.0,14,+1 Lap,0.0,2018,Japanese Grand Prix,17
VAN,McLaren,19.0,15.0,15,+1 Lap,0.0,2018,Japanese Grand Prix,17
SIR,Williams,17.0,16.0,16,+1 Lap,0.0,2018,Japanese Grand Prix,17
STR,Williams,14.0,17.0,17,+1 Lap,0.0,2018,Japanese Grand Prix,17
LEC,Sauber,10.0,18.0,R,Mechanical,0.0,2018,Japanese Grand Prix,17
HUL,Renault,16.0,19.0,R,Engine,0.0,2018,Japanese Grand Prix,17
MAG,Haas F1 Team,12.0,20.0,R,Collision damage,0.0,2018,Japanese Grand Prix,17
RAI,Ferrari,2.0,1.0,1,Finished,25.0,2018,United States Grand Prix,18
VER,Red Bull Racing,18.0,2.0,2,Finished,18.0,2018,United States Grand Prix,18
HAM,Mercedes,1.0,3.0,3,Finished,15.0,2018,United States Grand Prix,18
VET,Ferrari,5.0,4.0,4,Finished,12.0,2018,United States Grand Prix,18
BOT,Mercedes,3.0,5.0,5,Finished,10.0,2018,United States Grand Prix,18
HUL,Renault,7.0,6.0,6,Finished,8.0,2018,United States Grand Prix,18
SAI,Renault,11.0,7.0,7,Finished,6.0,2018,United States Grand Prix,18
PER,Racing Point,10.0,8.0,8,Finished,4.0,2018,United States Grand Prix,18
HAR,Toro Rosso,20.0,9.0,9,+1 Lap,2.0,2018,United States Grand Prix,18
ERI,Sauber,16.0,10.0,10,+1 Lap,1.0,2018,United States Grand Prix,18
VAN,McLaren,17.0,11.0,11,+1 Lap,0.0,2018,United States Grand Prix,18
GAS,Toro Rosso,19.0,12.0,12,+1 Lap,0.0,2018,United States Grand Prix,18
SIR,Williams,14.0,13.0,13,+1 Lap,0.0,2018,United States Grand Prix,18
STR,Williams,15.0,14.0,14,+2 Laps,0.0,2018,United States Grand Prix,18
LEC,Sauber,9.0,15.0,R,Collision damage,0.0,2018,United States Grand Prix,18
RIC,Red Bull Racing,4.0,16.0,R,Battery,0.0,2018,United States Grand Prix,18
GRO,Haas F1 Team,8.0,17.0,R,Collision damage,0.0,2018,United States Grand Prix,18
ALO,McLaren,13.0,18.0,R,Collision,0.0,2018,United States Grand Prix,18
OCO,Racing Point,6.0,19.0,D,Disqualified,0.0,2018,United States Grand Prix,18
MAG,Haas F1 Team,12.0,20.0,D,Disqualified,0.0,2018,United States Grand Prix,18
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2018,Mexican Grand Prix,19
VET,Ferrari,4.0,2.0,2,Finished,18.0,2018,Mexican Grand Prix,19
RAI,Ferrari,6.0,3.0,3,Finished,15.0,2018,Mexican Grand Prix,19
HAM,Mercedes,3.0,4.0,4,Finished,12.0,2018,Mexican Grand Prix,19
BOT,Mercedes,5.0,5.0,5,+1 Lap,10.0,2018,Mexican Grand Prix,19
HUL,Renault,7.0,6.0,6,+2 Laps,8.0,2018,Mexican Grand Prix,19
LEC,Sauber,9.0,7.0,7,+2 Laps,6.0,2018,Mexican Grand Prix,19
VAN,McLaren,15.0,8.0,8,+2 Laps,4.0,2018,Mexican Grand Prix,19
ERI,Sauber,10.0,9.0,9,+2 Laps,2.0,2018,Mexican Grand Prix,19
GAS,Toro Rosso,20.0,10.0,10,+2 Laps,1.0,2018,Mexican Grand Prix,19
OCO,Racing Point,11.0,11.0,11,+2 Laps,0.0,2018,Mexican Grand Prix,19
STR,Williams,17.0,12.0,12,+2 Laps,0.0,2018,Mexican Grand Prix,19
SIR,Williams,19.0,13.0,13,+2 Laps,0.0,2018,Mexican Grand Prix,19
HAR,Toro Rosso,14.0,14.0,14,+2 Laps,0.0,2018,Mexican Grand Prix,19
MAG,Haas F1 Team,16.0,15.0,15,+2 Laps,0.0,2018,Mexican Grand Prix,19
GRO,Haas F1 Team,18.0,16.0,16,+3 Laps,0.0,2018,Mexican Grand Prix,19
RIC,Red Bull Racing,1.0,17.0,R,Engine,0.0,2018,Mexican Grand Prix,19
PER,Racing Point,13.0,18.0,R,Brakes,0.0,2018,Mexican Grand Prix,19
SAI,Renault,8.0,19.0,R,Suspension,0.0,2018,Mexican Grand Prix,19
ALO,McLaren,12.0,20.0,R,Engine,0.0,2018,Mexican Grand Prix,19
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2018,Brazilian Grand Prix,20
VER,Red Bull Racing,5.0,2.0,2,Finished,18.0,2018,Brazilian Grand Prix,20
RAI,Ferrari,4.0,3.0,3,Finished,15.0,2018,Brazilian Grand Prix,20
RIC,Red Bull Racing,11.0,4.0,4,Finished,12.0,2018,Brazilian Grand Prix,20
BOT,Mercedes,3.0,5.0,5,Finished,10.0,2018,Brazilian Grand Prix,20
VET,Ferrari,2.0,6.0,6,Finished,8.0,2018,Brazilian Grand Prix,20
LEC,Sauber,7.0,7.0,7,Finished,6.0,2018,Brazilian Grand Prix,20
GRO,Haas F1 Team,8.0,8.0,8,Finished,4.0,2018,Brazilian Grand Prix,20
MAG,Haas F1 Team,10.0,9.0,9,Finished,2.0,2018,Brazilian Grand Prix,20
PER,Racing Point,12.0,10.0,10,+1 Lap,1.0,2018,Brazilian Grand Prix,20
HAR,Toro Rosso,16.0,11.0,11,+1 Lap,0.0,2018,Brazilian Grand Prix,20
SAI,Renault,15.0,12.0,12,+1 Lap,0.0,2018,Brazilian Grand Prix,20
GAS,Toro Rosso,9.0,13.0,13,+1 Lap,0.0,2018,Brazilian Grand Prix,20
VAN,McLaren,20.0,14.0,14,+1 Lap,0.0,2018,Brazilian Grand Prix,20
OCO,Racing Point,18.0,15.0,15,+1 Lap,0.0,2018,Brazilian Grand Prix,20
SIR,Williams,14.0,16.0,16,+2 Laps,0.0,2018,Brazilian Grand Prix,20
ALO,McLaren,17.0,17.0,17,+2 Laps,0.0,2018,Brazilian Grand Prix,20
STR,Williams,19.0,18.0,18,+2 Laps,0.0,2018,Brazilian Grand Prix,20
HUL,Renault,13.0,19.0,R,Overheating,0.0,2018,Brazilian Grand Prix,20
ERI,Sauber,6.0,20.0,R,Collision,0.0,2018,Brazilian Grand Prix,20
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2018,Abu Dhabi Grand Prix,21
VET,Ferrari,3.0,2.0,2,Finished,18.0,2018,Abu Dhabi Grand Prix,21
VER,Red Bull Racing,6.0,3.0,3,Finished,15.0,2018,Abu Dhabi Grand Prix,21
RIC,Red Bull Racing,5.0,4.0,4,Finished,12.0,2018,Abu Dhabi Grand Prix,21
BOT,Mercedes,2.0,5.0,5,Finished,10.0,2018,Abu Dhabi Grand Prix,21
SAI,Renault,11.0,6.0,6,Finished,8.0,2018,Abu Dhabi Grand Prix,21
LEC,Sauber,8.0,7.0,7,Finished,6.0,2018,Abu Dhabi Grand Prix,21
PER,Racing Point,14.0,8.0,8,Finished,4.0,2018,Abu Dhabi Grand Prix,21
GRO,Haas F1 Team,7.0,9.0,9,+1 Lap,2.0,2018,Abu Dhabi Grand Prix,21
MAG,Haas F1 Team,13.0,10.0,10,+1 Lap,1.0,2018,Abu Dhabi Grand Prix,21
ALO,McLaren,15.0,11.0,11,+1 Lap,0.0,2018,Abu Dhabi Grand Prix,21
HAR,Toro Rosso,16.0,12.0,12,+1 Lap,0.0,2018,Abu Dhabi Grand Prix,21
STR,Williams,20.0,13.0,13,+1 Lap,0.0,2018,Abu Dhabi Grand Prix,21
VAN,McLaren,18.0,14.0,14,+1 Lap,0.0,2018,Abu Dhabi Grand Prix,21
SIR,Williams,19.0,15.0,15,+1 Lap,0.0,2018,Abu Dhabi Grand Prix,21
GAS,Toro Rosso,17.0,16.0,R,Engine,0.0,2018,Abu Dhabi Grand Prix,21
OCO,Racing Point,9.0,17.0,R,Engine,0.0,2018,Abu Dhabi Grand Prix,21
ERI,Sauber,12.0,18.0,R,Power loss,0.0,2018,Abu Dhabi Grand Prix,21
RAI,Ferrari,4.0,19.0,R,Power loss,0.0,2018,Abu Dhabi Grand Prix,21
HUL,Renault,10.0,20.0,R,Collision,0.0,2018,Abu Dhabi Grand Prix,21
BOT,Mercedes,2.0,1.0,1,Finished,26.0,2019,Australian Grand Prix,1
HAM,Mercedes,1.0,2.0,2,Finished,18.0,2019,Australian Grand Prix,1
VER,Red Bull Racing,4.0,3.0,3,Finished,15.0,2019,Australian Grand Prix,1
VET,Ferrari,3.0,4.0,4,Finished,12.0,2019,Australian Grand Prix,1
LEC,Ferrari,5.0,5.0,5,Finished,10.0,2019,Australian Grand Prix,1
MAG,Haas F1 Team,7.0,6.0,6,Finished,8.0,2019,Australian Grand Prix,1
HUL,Renault,11.0,7.0,7,+1 Lap,6.0,2019,Australian Grand Prix,1
RAI,Alfa Romeo Racing,9.0,8.0,8,+1 Lap,4.0,2019,Australian Grand Prix,1
STR,Racing Point,16.0,9.0,9,+1 Lap,2.0,2019,Australian Grand Prix,1
KVY,Toro Rosso,15.0,10.0,10,+1 Lap,1.0,2019,Australian Grand Prix,1
GAS,Red Bull Racing,17.0,11.0,11,+1 Lap,0.0,2019,Australian Grand Prix,1
NOR,McLaren,8.0,12.0,12,+1 Lap,0.0,2019,Australian Grand Prix,1
PER,Racing Point,10.0,13.0,13,+1 Lap,0.0,2019,Australian Grand Prix,1
ALB,Toro Rosso,13.0,14.0,14,+1 Lap,0.0,2019,Australian Grand Prix,1
GIO,Alfa Romeo Racing,14.0,15.0,15,+1 Lap,0.0,2019,Australian Grand Prix,1
RUS,Williams,19.0,16.0,16,+2 Laps,0.0,2019,Australian Grand Prix,1
KUB,Williams,20.0,17.0,17,+3 Laps,0.0,2019,Australian Grand Prix,1
GRO,Haas F1 Team,6.0,18.0,R,Wheel,0.0,2019,Australian Grand Prix,1
RIC,Renault,12.0,19.0,R,Damage,0.0,2019,Australian Grand Prix,1
SAI,McLaren,18.0,20.0,R,Engine,0.0,2019,Australian Grand Prix,1
HAM,Mercedes,3.0,1.0,1,Finished,25.0,2019,Bahrain Grand Prix,2
BOT,Mercedes,4.0,2.0,2,Finished,18.0,2019,Bahrain Grand Prix,2
LEC,Ferrari,1.0,3.0,3,Finished,16.0,2019,Bahrain Grand Prix,2
VER,Red Bull Racing,5.0,4.0,4,Finished,12.0,2019,Bahrain Grand Prix,2
VET,Ferrari,2.0,5.0,5,Finished,10.0,2019,Bahrain Grand Prix,2
NOR,McLaren,9.0,6.0,6,Finished,8.0,2019,Bahrain Grand Prix,2
RAI,Alfa Romeo Racing,8.0,7.0,7,Finished,6.0,2019,Bahrain Grand Prix,2
GAS,Red Bull Racing,13.0,8.0,8,Finished,4.0,2019,Bahrain Grand Prix,2
ALB,Toro Rosso,12.0,9.0,9,Finished,2.0,2019,Bahrain Grand Prix,2
PER,Racing Point,14.0,10.0,10,Finished,1.0,2019,Bahrain Grand Prix,2
GIO,Alfa Romeo Racing,16.0,11.0,11,Finished,0.0,2019,Bahrain Grand Prix,2
KVY,Toro Rosso,15.0,12.0,12,+1 Lap,0.0,2019,Bahrain Grand Prix,2
MAG,Haas F1 Team,6.0,13.0,13,+1 Lap,0.0,2019,Bahrain Grand Prix,2
STR,Racing Point,18.0,14.0,14,+1 Lap,0.0,2019,Bahrain Grand Prix,2
RUS,Williams,19.0,15.0,15,+1 Lap,0.0,2019,Bahrain Grand Prix,2
KUB,Williams,20.0,16.0,16,+2 Laps,0.0,2019,Bahrain Grand Prix,2
HUL,Renault,17.0,17.0,R,Engine,0.0,2019,Bahrain Grand Prix,2
RIC,Renault,10.0,18.0,R,Out of fuel,0.0,2019,Bahrain Grand Prix,2
SAI,McLaren,7.0,19.0,R,Collision damage,0.0,2019,Bahrain Grand Prix,2
GRO,Haas F1 Team,11.0,20.0,R,Retired,0.0,2019,Bahrain Grand Prix,2
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2019,Chinese Grand Prix,3
BOT,Mercedes,1.0,2.0,2,Finished,18.0,2019,Chinese Grand Prix,3
VET,Ferrari,3.0,3.0,3,Finished,15.0,2019,Chinese Grand Prix,3
VER,Red Bull Racing,5.0,4.0,4,Finished,12.0,2019,Chinese Grand Prix,3
LEC,Ferrari,4.0,5.0,5,Finished,10.0,2019,Chinese Grand Prix,3
GAS,Red Bull Racing,6.0,6.0,6,Finished,9.0,2019,Chinese Grand Prix,3
RIC,Renault,7.0,7.0,7,+1 Lap,6.0,2019,Chinese Grand Prix,3
PER,Racing Point,12.0,8.0,8,+1 Lap,4.0,2019,Chinese Grand Prix,3
RAI,Alfa Romeo Racing,13.0,9.0,9,+1 Lap,2.0,2019,Chinese Grand Prix,3
ALB,Toro Rosso,0.0,10.0,10,+1 Lap,1.0,2019,Chinese Grand Prix,3
GRO,Haas F1 Team,10.0,11.0,11,+1 Lap,0.0,2019,Chinese Grand Prix,3
STR,Racing Point,16.0,12.0,12,+1 Lap,0.0,2019,Chinese Grand Prix,3
MAG,Haas F1 Team,9.0,13.0,13,+1 Lap,0.0,2019,Chinese Grand Prix,3
SAI,McLaren,14.0,14.0,14,+1 Lap,0.0,2019,Chinese Grand Prix,3
GIO,Alfa Romeo Racing,19.0,15.0,15,+1 Lap,0.0,2019,Chinese Grand Prix,3
RUS,Williams,17.0,16.0,16,+2 Laps,0.0,2019,Chinese Grand Prix,3
KUB,Williams,18.0,17.0,17,+2 Laps,0.0,2019,Chinese Grand Prix,3
NOR,McLaren,15.0,18.0,18,Collision,0.0,2019,Chinese Grand Prix,3
KVY,Toro Rosso,11.0,19.0,R,Collision,0.0,2019,Chinese Grand Prix,3
HUL,Renault,8.0,20.0,R,Power Unit,0.0,2019,Chinese Grand Prix,3
BOT,Mercedes,1.0,1.0,1,Finished,25.0,2019,Azerbaijan Grand Prix,4
HAM,Mercedes,2.0,2.0,2,Finished,18.0,2019,Azerbaijan Grand Prix,4
VET,Ferrari,3.0,3.0,3,Finished,15.0,2019,Azerbaijan Grand Prix,4
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2019,Azerbaijan Grand Prix,4
LEC,Ferrari,8.0,5.0,5,Finished,11.0,2019,Azerbaijan Grand Prix,4
PER,Racing Point,5.0,6.0,6,Finished,8.0,2019,Azerbaijan Grand Prix,4
SAI,McLaren,9.0,7.0,7,Finished,6.0,2019,Azerbaijan Grand Prix,4
NOR,McLaren,7.0,8.0,8,Finished,4.0,2019,Azerbaijan Grand Prix,4
STR,Racing Point,13.0,9.0,9,Finished,2.0,2019,Azerbaijan Grand Prix,4
RAI,Alfa Romeo Racing,0.0,10.0,10,+1 Lap,1.0,2019,Azerbaijan Grand Prix,4
ALB,Toro Rosso,11.0,11.0,11,+1 Lap,0.0,2019,Azerbaijan Grand Prix,4
GIO,Alfa Romeo Racing,17.0,12.0,12,+1 Lap,0.0,2019,Azerbaijan Grand Prix,4
MAG,Haas F1 Team,12.0,13.0,13,+1 Lap,0.0,2019,Azerbaijan Grand Prix,4
HUL,Renault,15.0,14.0,14,+1 Lap,0.0,2019,Azerbaijan Grand Prix,4
RUS,Williams,16.0,15.0,15,+2 Laps,0.0,2019,Azerbaijan Grand Prix,4
KUB,Williams,0.0,16.0,16,+2 Laps,0.0,2019,Azerbaijan Grand Prix,4
GAS,Red Bull Racing,0.0,17.0,R,Transmission,0.0,2019,Azerbaijan Grand Prix,4
GRO,Haas F1 Team,14.0,18.0,R,Brakes,0.0,2019,Azerbaijan Grand Prix,4
KVY,Toro Rosso,6.0,19.0,R,Collision,0.0,2019,Azerbaijan Grand Prix,4
RIC,Renault,10.0,20.0,R,Collision,0.0,2019,Azerbaijan Grand Prix,4
HAM,Mercedes,2.0,1.0,1,Finished,26.0,2019,Spanish Grand Prix,5
BOT,Mercedes,1.0,2.0,2,Finished,18.0,2019,Spanish Grand Prix,5
VER,Red Bull Racing,4.0,3.0,3,Finished,15.0,2019,Spanish Grand Prix,5
VET,Ferrari,3.0,4.0,4,Finished,12.0,2019,Spanish Grand Prix,5
LEC,Ferrari,5.0,5.0,5,Finished,10.0,2019,Spanish Grand Prix,5
GAS,Red Bull Racing,6.0,6.0,6,Finished,8.0,2019,Spanish Grand Prix,5
MAG,Haas F1 Team,8.0,7.0,7,Finished,6.0,2019,Spanish Grand Prix,5
SAI,McLaren,12.0,8.0,8,Finished,4.0,2019,Spanish Grand Prix,5
KVY,Toro Rosso,9.0,9.0,9,Finished,2.0,2019,Spanish Grand Prix,5
GRO,Haas F1 Team,7.0,10.0,10,Finished,1.0,2019,Spanish Grand Prix,5
ALB,Toro Rosso,11.0,11.0,11,Finished,0.0,2019,Spanish Grand Prix,5
RIC,Renault,13.0,12.0,12,Finished,0.0,2019,Spanish Grand Prix,5
HUL,Renault,0.0,13.0,13,Finished,0.0,2019,Spanish Grand Prix,5
RAI,Alfa Romeo Racing,14.0,14.0,14,Finished,0.0,2019,Spanish Grand Prix,5
PER,Racing Point,15.0,15.0,15,Finished,0.0,2019,Spanish Grand Prix,5
GIO,Alfa Romeo Racing,18.0,16.0,16,Finished,0.0,2019,Spanish Grand Prix,5
RUS,Williams,19.0,17.0,17,+1 Lap,0.0,2019,Spanish Grand Prix,5
KUB,Williams,17.0,18.0,18,+1 Lap,0.0,2019,Spanish Grand Prix,5
STR,Racing Point,16.0,19.0,R,Collision,0.0,2019,Spanish Grand Prix,5
NOR,McLaren,10.0,20.0,R,Collision,0.0,2019,Spanish Grand Prix,5
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2019,Monaco Grand Prix,6
VET,Ferrari,4.0,2.0,2,Finished,18.0,2019,Monaco Grand Prix,6
BOT,Mercedes,2.0,3.0,3,Finished,15.0,2019,Monaco Grand Prix,6
VER,Red Bull Racing,3.0,4.0,4,Finished,12.0,2019,Monaco Grand Prix,6
GAS,Red Bull Racing,8.0,5.0,5,Finished,11.0,2019,Monaco Grand Prix,6
SAI,McLaren,9.0,6.0,6,Finished,8.0,2019,Monaco Grand Prix,6
KVY,Toro Rosso,7.0,7.0,7,Finished,6.0,2019,Monaco Grand Prix,6
ALB,Toro Rosso,10.0,8.0,8,Finished,4.0,2019,Monaco Grand Prix,6
RIC,Renault,6.0,9.0,9,Finished,2.0,2019,Monaco Grand Prix,6
GRO,Haas F1 Team,13.0,10.0,10,Finished,1.0,2019,Monaco Grand Prix,6
NOR,McLaren,12.0,11.0,11,Finished,0.0,2019,Monaco Grand Prix,6
PER,Racing Point,16.0,12.0,12,+1 Lap,0.0,2019,Monaco Grand Prix,6
HUL,Renault,11.0,13.0,13,+1 Lap,0.0,2019,Monaco Grand Prix,6
MAG,Haas F1 Team,5.0,14.0,14,+1 Lap,0.0,2019,Monaco Grand Prix,6
RUS,Williams,19.0,15.0,15,+1 Lap,0.0,2019,Monaco Grand Prix,6
STR,Racing Point,17.0,16.0,16,+1 Lap,0.0,2019,Monaco Grand Prix,6
RAI,Alfa Romeo Racing,14.0,17.0,17,+1 Lap,0.0,2019,Monaco Grand Prix,6
KUB,Williams,20.0,18.0,18,+1 Lap,0.0,2019,Monaco Grand Prix,6
GIO,Alfa Romeo Racing,18.0,19.0,19,+2 Laps,0.0,2019,Monaco Grand Prix,6
LEC,Ferrari,15.0,20.0,R,Collision,0.0,2019,Monaco Grand Prix,6
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2019,Canadian Grand Prix,7
VET,Ferrari,1.0,2.0,2,Finished,18.0,2019,Canadian Grand Prix,7
LEC,Ferrari,3.0,3.0,3,Finished,15.0,2019,Canadian Grand Prix,7
BOT,Mercedes,6.0,4.0,4,Finished,13.0,2019,Canadian Grand Prix,7
VER,Red Bull Racing,9.0,5.0,5,Finished,10.0,2019,Canadian Grand Prix,7
RIC,Renault,4.0,6.0,6,+1 Lap,8.0,2019,Canadian Grand Prix,7
HUL,Renault,7.0,7.0,7,+1 Lap,6.0,2019,Canadian Grand Prix,7
GAS,Red Bull Racing,5.0,8.0,8,+1 Lap,4.0,2019,Canadian Grand Prix,7
STR,Racing Point,17.0,9.0,9,+1 Lap,2.0,2019,Canadian Grand Prix,7
KVY,Toro Rosso,10.0,10.0,10,+1 Lap,1.0,2019,Canadian Grand Prix,7
SAI,McLaren,11.0,11.0,11,+1 Lap,0.0,2019,Canadian Grand Prix,7
PER,Racing Point,15.0,12.0,12,+1 Lap,0.0,2019,Canadian Grand Prix,7
GIO,Alfa Romeo Racing,12.0,13.0,13,+1 Lap,0.0,2019,Canadian Grand Prix,7
GRO,Haas F1 Team,14.0,14.0,14,+1 Lap,0.0,2019,Canadian Grand Prix,7
RAI,Alfa Romeo Racing,16.0,15.0,15,+1 Lap,0.0,2019,Canadian Grand Prix,7
RUS,Williams,18.0,16.0,16,+2 Laps,0.0,2019,Canadian Grand Prix,7
MAG,Haas F1 Team,0.0,17.0,17,+2 Laps,0.0,2019,Canadian Grand Prix,7
KUB,Williams,19.0,18.0,18,+3 Laps,0.0,2019,Canadian Grand Prix,7
ALB,Toro Rosso,13.0,19.0,R,Collision damage,0.0,2019,Canadian Grand Prix,7
NOR,McLaren,8.0,20.0,R,Suspension,0.0,2019,Canadian Grand Prix,7
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2019,French Grand Prix,8
BOT,Mercedes,2.0,2.0,2,Finished,18.0,2019,French Grand Prix,8
LEC,Ferrari,3.0,3.0,3,Finished,15.0,2019,French Grand Prix,8
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2019,French Grand Prix,8
VET,Ferrari,7.0,5.0,5,Finished,11.0,2019,French Grand Prix,8
SAI,McLaren,6.0,6.0,6,Finished,8.0,2019,French Grand Prix,8
RAI,Alfa Romeo Racing,12.0,7.0,7,+1 Lap,6.0,2019,French Grand Prix,8
HUL,Renault,13.0,8.0,8,+1 Lap,4.0,2019,French Grand Prix,8
NOR,McLaren,5.0,9.0,9,+1 Lap,2.0,2019,French Grand Prix,8
GAS,Red Bull Racing,9.0,10.0,10,+1 Lap,1.0,2019,French Grand Prix,8
RIC,Renault,8.0,11.0,11,+1 Lap,0.0,2019,French Grand Prix,8
PER,Racing Point,14.0,12.0,12,+1 Lap,0.0,2019,French Grand Prix,8
STR,Racing Point,17.0,13.0,13,+1 Lap,0.0,2019,French Grand Prix,8
KVY,Toro Rosso,19.0,14.0,14,+1 Lap,0.0,2019,French Grand Prix,8
ALB,Toro Rosso,11.0,15.0,15,+1 Lap,0.0,2019,French Grand Prix,8
GIO,Alfa Romeo Racing,10.0,16.0,16,+1 Lap,0.0,2019,French Grand Prix,8
MAG,Haas F1 Team,15.0,17.0,17,+1 Lap,0.0,2019,French Grand Prix,8
KUB,Williams,18.0,18.0,18,+2 Laps,0.0,2019,French Grand Prix,8
RUS,Williams,20.0,19.0,19,+2 Laps,0.0,2019,French Grand Prix,8
GRO,Haas F1 Team,16.0,20.0,20,Retired,0.0,2019,French Grand Prix,8
VER,Red Bull Racing,2.0,1.0,1,Finished,26.0,2019,Austrian Grand Prix,9
LEC,Ferrari,1.0,2.0,2,Finished,18.0,2019,Austrian Grand Prix,9
BOT,Mercedes,3.0,3.0,3,Finished,15.0,2019,Austrian Grand Prix,9
VET,Ferrari,9.0,4.0,4,Finished,12.0,2019,Austrian Grand Prix,9
HAM,Mercedes,4.0,5.0,5,Finished,10.0,2019,Austrian Grand Prix,9
NOR,McLaren,5.0,6.0,6,+1 Lap,8.0,2019,Austrian Grand Prix,9
GAS,Red Bull Racing,8.0,7.0,7,+1 Lap,6.0,2019,Austrian Grand Prix,9
SAI,McLaren,19.0,8.0,8,+1 Lap,4.0,2019,Austrian Grand Prix,9
RAI,Alfa Romeo Racing,6.0,9.0,9,+1 Lap,2.0,2019,Austrian Grand Prix,9
GIO,Alfa Romeo Racing,7.0,10.0,10,+1 Lap,1.0,2019,Austrian Grand Prix,9
PER,Racing Point,13.0,11.0,11,+1 Lap,0.0,2019,Austrian Grand Prix,9
RIC,Renault,12.0,12.0,12,+1 Lap,0.0,2019,Austrian Grand Prix,9
HUL,Renault,15.0,13.0,13,+1 Lap,0.0,2019,Austrian Grand Prix,9
STR,Racing Point,14.0,14.0,14,+1 Lap,0.0,2019,Austrian Grand Prix,9
ALB,Toro Rosso,18.0,15.0,15,+1 Lap,0.0,2019,Austrian Grand Prix,9
GRO,Haas F1 Team,11.0,16.0,16,+1 Lap,0.0,2019,Austrian Grand Prix,9
KVY,Toro Rosso,16.0,17.0,17,+1 Lap,0.0,2019,Austrian Grand Prix,9
RUS,Williams,0.0,18.0,18,+2 Laps,0.0,2019,Austrian Grand Prix,9
MAG,Haas F1 Team,10.0,19.0,19,+2 Laps,0.0,2019,Austrian Grand Prix,9
KUB,Williams,17.0,20.0,20,+3 Laps,0.0,2019,Austrian Grand Prix,9
HAM,Mercedes,2.0,1.0,1,Finished,26.0,2019,British Grand Prix,10
BOT,Mercedes,1.0,2.0,2,Finished,18.0,2019,British Grand Prix,10
LEC,Ferrari,3.0,3.0,3,Finished,15.0,2019,British Grand Prix,10
GAS,Red Bull Racing,5.0,4.0,4,Finished,12.0,2019,British Grand Prix,10
VER,Red Bull Racing,4.0,5.0,5,Finished,10.0,2019,British Grand Prix,10
SAI,McLaren,13.0,6.0,6,Finished,8.0,2019,British Grand Prix,10
RIC,Renault,7.0,7.0,7,Finished,6.0,2019,British Grand Prix,10
RAI,Alfa Romeo Racing,12.0,8.0,8,Finished,4.0,2019,British Grand Prix,10
KVY,Toro Rosso,17.0,9.0,9,Finished,2.0,2019,British Grand Prix,10
HUL,Renault,10.0,10.0,10,Finished,1.0,2019,British Grand Prix,10
NOR,McLaren,8.0,11.0,11,Finished,0.0,2019,British Grand Prix,10
ALB,Toro Rosso,9.0,12.0,12,Finished,0.0,2019,British Grand Prix,10
STR,Racing Point,18.0,13.0,13,Finished,0.0,2019,British Grand Prix,10
RUS,Williams,19.0,14.0,14,+1 Lap,0.0,2019,British Grand Prix,10
KUB,Williams,20.0,15.0,15,+1 Lap,0.0,2019,British Grand Prix,10
VET,Ferrari,6.0,16.0,16,+1 Lap,0.0,2019,British Grand Prix,10
PER,Racing Point,15.0,17.0,17,+1 Lap,0.0,2019,British Grand Prix,10
GIO,Alfa Romeo Racing,11.0,18.0,R,Spun off,0.0,2019,British Grand Prix,10
GRO,Haas F1 Team,14.0,19.0,R,Collision,0.0,2019,British Grand Prix,10
MAG,Haas F1 Team,16.0,20.0,R,Collision,0.0,2019,British Grand Prix,10
VER,Red Bull Racing,2.0,1.0,1,Finished,26.0,2019,German Grand Prix,11
VET,Ferrari,20.0,2.0,2,Finished,18.0,2019,German Grand Prix,11
KVY,Toro Rosso,14.0,3.0,3,Finished,15.0,2019,German Grand Prix,11
STR,Racing Point,15.0,4.0,4,Finished,12.0,2019,German Grand Prix,11
SAI,McLaren,7.0,5.0,5,Finished,10.0,2019,German Grand Prix,11
ALB,Toro Rosso,16.0,6.0,6,Finished,8.0,2019,German Grand Prix,11
GRO,Haas F1 Team,6.0,7.0,7,Finished,6.0,2019,German Grand Prix,11
MAG,Haas F1 Team,12.0,8.0,8,Finished,4.0,2019,German Grand Prix,11
HAM,Mercedes,1.0,9.0,9,Finished,2.0,2019,German Grand Prix,11
KUB,Williams,18.0,10.0,10,Finished,1.0,2019,German Grand Prix,11
RUS,Williams,17.0,11.0,11,Finished,0.0,2019,German Grand Prix,11
RAI,Alfa Romeo Racing,5.0,12.0,12,Finished,0.0,2019,German Grand Prix,11
GIO,Alfa Romeo Racing,11.0,13.0,13,Finished,0.0,2019,German Grand Prix,11
GAS,Red Bull Racing,4.0,14.0,14,Collision,0.0,2019,German Grand Prix,11
BOT,Mercedes,3.0,15.0,R,Accident,0.0,2019,German Grand Prix,11
HUL,Renault,9.0,16.0,R,Accident,0.0,2019,German Grand Prix,11
LEC,Ferrari,10.0,17.0,R,Accident,0.0,2019,German Grand Prix,11
NOR,McLaren,19.0,18.0,R,Power loss,0.0,2019,German Grand Prix,11
